,index,date_uuid,user_uuid,card_number,store_code,product_code,1,product_quantity
75819,75940,4ddf6933-aeb3-4dc6-a7b5-316166062c87,f3ee8e85-2c80-4126-9672-7c391b1f7553,342833549873496,WEB-1388012W,M2-1374453P,,1
75823,75944,75c28c8c-077c-4be3-bed9-3367d5f47a4f,ccc0c6e1-0c44-482c-85a6-537b173885a8,4739766160484,WEB-1388012W,w5-6777421C,,1
75832,75953,9e72ca9f-a01d-443f-8933-f739de3fb99e,a3944718-d893-4132-9ef8-45553293f2a6,213175078415323,WEB-1388012W,V6-6003579k,,1
75836,75957,71bdfa1e-2df8-48d3-9bca-4e6e64127071,c28954ec-7083-42bd-9184-025db962a3bf,4730737787753080000,WEB-1388012W,t4-8447892G,,1
75852,75973,8a746a6c-d035-40d6-a702-61985b35b061,a124f65f-a5b3-4bf8-9a26-25ea9870a22a,3578374597084920,WEB-1388012W,g5-818787J,,4
75857,75978,626b9498-9950-4c1d-91c4-c133fd0bb823,6c2e5f60-553f-47d0-9555-a257f345e3a7,584413868780,WEB-1388012W,W9-7242642c,,6
75870,75991,cd53ae72-6777-410f-a112-1c9b52c44429,0542e39a-c6d8-4a88-a186-376b8f36499e,4929176871560,WEB-1388012W,t6-7551269S,,9
75879,76000,3188b60a-ea1d-4e83-8ab1-2f8d18b962bc,8212b018-7b96-46d2-a124-77b0c24f52d5,567622447793,WEB-1388012W,i4-777652p,,3
75895,76016,4a259d12-33c5-410a-9213-d38955f38937,e0a0119d-46b4-4cf0-af14-06671d278b94,213137399735243,WEB-1388012W,w5-6777421C,,2
75897,76018,555f6667-6f79-4cd1-93e3-a819dacc8709,ac5cb2fa-35c1-475d-95af-6884272c3f81,370111308352340,WEB-1388012W,T8-8877377s,,3
75908,76029,407d4429-ba50-4499-bfcf-a44ac49cf4d4,bdcf6b79-8ede-4619-97b5-36d1cb61bfd9,3551071736826240,WEB-1388012W,g3-5999729H,,2
75928,76049,f86ddd57-0969-42bd-9415-0cecceb150d3,b80e40be-528d-4260-a7bd-1de51c4dcc44,4552704528856250,WEB-1388012W,P1-6341234D,,2
75930,76051,6bbf14d1-5016-4879-87fa-1686f107556c,da3459af-d1aa-4bd6-ad6d-c65908687226,3512939962772140,WEB-1388012W,H4-041505k,,8
75940,76061,9573e60a-eee2-4837-84a6-685ae7fd186b,8e9d62ed-d5eb-452f-831d-239de584cbf0,3547598902267470,WEB-1388012W,X1-0417502l,,3
75941,76062,365f4b6e-56bc-4f9b-905d-3794d707e043,633b82e3-c00f-4de0-8717-58f9af58905b,2418393567627210,WEB-1388012W,r3-37753L,,1
75943,76064,edd05a41-18be-4187-b6ed-add07395a1c4,7be78005-d26c-4b37-a138-a88b3ee8c9e2,180012526019101,WEB-1388012W,D6-2902888H,,5
75948,76069,1a839b94-c94f-44f5-873e-b2c8f495ff96,74bbf446-b64d-4cf0-8c7f-8cc923196c0b,376944010964091,WEB-1388012W,M5-5751809j,,3
75949,76070,777bfe88-b01d-4316-b1cb-af98b2e550e6,9f31ac19-59e8-4965-a636-7f1b2b2c4de9,4407419644443260,WEB-1388012W,R8-9922279h,,3
75970,76091,8145635a-1fcc-4776-94d9-f15fbcc4a225,6eae04c5-c36d-4931-aa7e-aaf5f28c20cc,4621299708114860000,WEB-1388012W,Y9-7335081b,,1
75996,76117,0241bc02-da81-4e71-bb66-5a7e2cc28d11,32059758-a936-4abd-9a6e-3c1b105b7cdf,3572844471997310,WEB-1388012W,o9-2902904L,,1
76000,76121,51ce40e2-4696-4a6c-a1a4-df857b58cf5d,bfb81a34-0ad2-4805-9381-62328b161f45,4458649768755470000,WEB-1388012W,a3-4965865V,,12
76010,76131,ed55f35f-641c-43cf-ba2c-175e72c50cd1,b18a1c47-8fae-41ef-a429-ce3c5f19c51f,30322767968110,WEB-1388012W,U4-4281637R,,7
76011,76132,fcda00ab-87ad-4b14-b7e7-d2753bf8be1a,a8d0861e-e51b-4f6f-ba4d-3db7f5b01884,2227860318199800,WEB-1388012W,R2-054338p,,3
76023,76144,bcc2244c-87e2-4543-a184-99a2723d2946,7c3e7f9d-4d86-4d49-a016-2e8ec5a3cbe1,4688197291318650000,WEB-1388012W,h0-0144077F,,2
76034,76155,9e5bb840-0674-492a-9014-952ccf569b5e,d2388976-84b2-4bd0-85da-9b8b254ff02d,4441716989726390000,WEB-1388012W,x6-3615702i,,3
76039,76160,a2bee67c-d427-44ef-8d90-d0705d08435c,85a28a2a-6687-436e-984e-a5cc12b98bb5,373392079778916,WEB-1388012W,v1-5018743H,,8
76040,76161,9887f85d-e0f7-4318-b30b-559ee26c5449,187fe06e-bd5f-4381-af2f-d7ac37ca7572,30412251979689,WEB-1388012W,O8-8831294Y,,4
76050,76171,5b64c901-8a7a-40fd-8ed6-6eb7545bdd93,744ea3ca-ab22-416d-9469-0d5a6063f111,343396291740312,WEB-1388012W,F4-2643775U,,1
76051,76172,c4cd2f5a-f915-4730-9d5c-a74ce73146e8,78e2440f-7415-4fb4-b0c0-d755553a4cd2,180020839417276,WEB-1388012W,d8-8449174o,,1
76052,76173,55978ba6-2ed3-4c15-8238-1691a27cca2b,f848e705-01af-4079-a31d-0e4d4eb9f9ce,4795902643019230,WEB-1388012W,E5-3162848k,,2
76054,76175,0552dacb-9092-4473-9eb0-27eed6d5a82c,e207b729-7fde-4048-911c-785ec3f3b3e9,30451392340666,WEB-1388012W,L6-3844297c,,7
76059,76180,aa99a13c-725e-4a07-8a5b-76aa779de0c0,5cc6919f-7e17-4e05-9f19-be633429258c,4733658436268,WEB-1388012W,N6-9714824D,,2
76060,76181,65eba7c8-e15d-4e8a-ad71-d2ac1235f27a,884fbb84-88c1-48d6-8e07-06d0f1c5a193,589661089237,WEB-1388012W,V7-4325947m,,1
76064,76185,2ab2017c-c41f-4d75-b641-7573e24a934d,b93c6f91-2e0c-4765-8acc-31115a6f2e3a,3557364785721450,WEB-1388012W,f2-2191836g,,10
76079,76200,e4984572-52cf-4902-a8c5-6f3f62b66d32,014eeed2-597c-42b8-adb1-d630cc27e7d5,6590689833981410,WEB-1388012W,d4-9727229l,,1
76091,76212,824320d4-b118-4d7a-8e6d-84ad87a756e4,e9375bbc-0740-4a2c-96a9-b6ed67f9838a,3534371731271220,WEB-1388012W,J3-4604260p,,1
76094,76214,0fa1ca87-5990-43c2-b6fa-9044f7328306,0fb4edbc-4782-49f5-bb7c-704f72ee0fbf,4341350335706540,WEB-1388012W,F1-7484968Q,,2
76098,76218,fe095c90-e9c3-4877-b169-786622e02256,4842e1fa-9055-4f4e-bb7a-e49fb414e81c,630424130577,WEB-1388012W,I8-9598111e,,1
76107,76227,f23820f7-bc0b-44a9-ad0f-4f07453a060a,346f21f6-1471-4ca3-bff7-bce937e720bd,4251506395972660000,WEB-1388012W,n6-817161d,,4
76109,76229,0b6b8cc4-3dfa-4c5b-9ce4-6aac0f12878c,f121bcff-ed93-4c65-8af9-ebb9cc4ba279,213178928910998,WEB-1388012W,b3-4401464j,,4
76119,76239,13e7e84e-2c1e-44fe-a953-ddb5b123e499,146d8d38-e8e0-4588-819c-f63564f1a3c1,5251530569949900,WEB-1388012W,n0-4997207t,,4
76133,76253,8f6eda56-3cd4-4907-8731-ab718502d874,82a1a259-89dc-4c8b-ad3e-f39c70ecb48b,4337414786285150,WEB-1388012W,j7-1839138x,,4
76135,76255,12696023-25fa-4bf9-8d75-e4e368f01acc,7a29d29a-652e-4547-a96b-ba95ceb9493d,6502495513721380,WEB-1388012W,K6-1868686c,,4
76159,76279,d7b77480-f1dc-4de0-b6c0-ec9289bc79d1,c86f8195-f828-479f-9f8a-aa7878b4e88b,6011861536566450,WEB-1388012W,p3-4577196w,,2
76174,76294,340b4477-be04-4e6e-ae4f-d854a3cb6592,94c1c5b8-9d29-442d-b3b7-b7c84d68368d,213146015575149,WEB-1388012W,H9-5271660J,,3
76178,76298,de20f7bd-6476-4484-b335-e9dd48f4a0bd,5c3b6f9f-114b-4ba4-b6e0-316c421f6f0f,3563469045049130,WEB-1388012W,p9-106440J,,3
76195,76315,a162645c-ae7d-40f6-846c-7677b301f46b,6b197adc-d243-465b-94f1-c469daf87317,4984027852711960,WEB-1388012W,R7-4899661Q,,4
76203,76323,971a3be7-cb05-466b-b76d-1b147b0d6ba2,1c2a33cd-fb11-4593-86d4-eebac9f57b8f,180016149796466,WEB-1388012W,V5-7415195t,,4
76212,76332,6efcf3b5-75d3-4aaa-9924-192724ef0ac2,79e9bdf0-929b-4b0e-ad65-61f17c3bfc3f,4841663274391940000,WEB-1388012W,W0-9542416r,,1
76214,76334,e909ee45-a466-4833-8285-ab25f8386578,9a58bd92-693f-45e2-b4ca-80b3a3a05c22,3524942600087640,WEB-1388012W,g2-7476822R,,2
76217,76337,37875a1c-8e15-4f09-9404-ccceb98b16a9,65b4f107-6abe-4f27-9e2c-c08d128d83bf,3591615255529960,WEB-1388012W,E3-4744298Q,,2
76234,76354,39f85266-9b8a-42d8-8266-d4bb8b6ff49d,e4e43b31-aae1-49a9-a87c-30e6e42d5925,30346738275149,WEB-1388012W,O5-3394745G,,2
76243,76363,527bb846-dd31-482a-8c95-691cbaf2e9c7,95a0ad51-3169-4fd9-abe6-1cb06e5b52c0,4384368300873540,WEB-1388012W,q1-666183k,,6
76245,76365,6ef64c0b-3ea2-4741-84cb-c1acaadd0432,556a73a0-7605-4e6c-8784-e47115e9e99d,213105203393830,WEB-1388012W,j5-8304949c,,1
76250,76370,17b7b07c-e556-4cd8-a160-8fca75e39f18,2d58ad0f-03de-412e-b8eb-9fc506aeb928,370607608451831,WEB-1388012W,s0-7865058L,,1
76264,76384,05d89cb9-d9ee-432a-94e3-09fd450056e3,33fabcb8-b2b4-4981-aad5-05a4f35c8c13,4953488737582,WEB-1388012W,j0-4933818b,,3
76270,76390,1dc890da-2ba1-4783-a8c8-69dbbc502f0c,5072b292-c244-4d89-963c-7ceb89642820,3558072641422770,WEB-1388012W,n7-8249713j,,4
76279,76399,23e33214-fa5b-4fff-bd14-54b47e7954da,f848e705-01af-4079-a31d-0e4d4eb9f9ce,6569740250293320,WEB-1388012W,A8-6145567Z,,3
76286,76407,25de5ae3-656c-483f-90f0-744e427562d7,1223e4ee-9239-47d5-bfef-fe27bcbeb4c1,4596236729813,WEB-1388012W,U7-7575064z,,14
76287,76408,8b1da469-eff2-4f25-b7c1-98c9240ac513,831227e9-2b7c-4465-bd13-3631c19ad0bd,3512545461638350,WEB-1388012W,v5-7518429i,,4
76295,76416,403e1098-a004-43e5-906f-e2d810b555b6,afa29115-1fe6-4383-bbe1-5100a4168a44,3531394303686360,WEB-1388012W,E0-2842090v,,2
76301,76422,1cadcbfd-0060-4302-81e4-a5479869fc41,1fb00c5f-0db5-4b16-9114-cea065f3855a,6584600436048450,WEB-1388012W,d1-4707990a,,4
76302,76423,4be98c5a-6390-406c-9abf-d646575d3943,e74907ca-1a4a-476c-a3ca-6b898b0964c2,4457709022709340,WEB-1388012W,D1-4195589x,,6
76316,76437,7da77c04-22c5-480a-ade0-513fe183553d,e8cfe6dd-4aa3-4aba-b0e7-39c1ea8c2be7,370099265544977,WEB-1388012W,u2-5519288i,,2
76317,76438,096b2c0e-c61e-46f4-94e7-5f12b9774f6a,5daf4783-d388-47eb-9ac6-1820b61cdca9,38191649350652,WEB-1388012W,g6-5401169b,,2
76319,76440,de20f534-7acc-48aa-be87-6b140629310a,ee93c1bc-5eb0-4f30-9cdc-2811ea97b2f2,341085344133730,WEB-1388012W,w8-6652520y,,4
76321,76442,f81e4961-b15c-41ac-bc4b-dcc78f37f90a,697554da-8e67-474d-85e8-9abe9b40f313,371239701933173,WEB-1388012W,f7-0131624S,,14
76337,76458,3c0bd8ee-c275-43d0-b072-12f0120c3948,4b5d181f-71b7-4885-bfe1-f78953ecf781,6011800748150100,WEB-1388012W,I9-2275056m,,3
76350,76471,bbead4df-af6c-4d9f-b124-7e5bdcdbb948,9a68ba79-9e96-41f5-bf1a-aef36e52d465,4765302991161240,WEB-1388012W,h9-7375779E,,4
76367,76488,8b826f53-525b-4df8-9cf4-51353c9b0e18,a0d517db-9401-4b1b-959f-7b5c06fc907a,2554927243649490,WEB-1388012W,d1-4452366m,,11
76368,76489,d462d2b4-f305-4420-8796-20648ad95f10,b033b9dd-5de5-4615-b373-ee604e4e1256,675918653493,WEB-1388012W,n6-9553696m,,11
76371,76492,cf7b9d0d-d908-41ce-a08a-36de4e0a741f,052de90d-7c2c-4b2a-a95a-621645fe4c5f,5417646318250480,WEB-1388012W,v6-7335460G,,3
76376,76497,ba078147-a003-4d0d-940d-dd9578a26270,64a1ca09-640a-469f-a12b-cbbea2b944d8,6011781355396140,WEB-1388012W,l0-082120C,,7
76379,76500,ae1aa950-21af-4760-98e9-c9722846c443,cc6d7dfe-460c-461e-82a0-39549cc054ab,213173693337485,WEB-1388012W,s9-3667683q,,3
76382,76503,33ffe74d-2d3b-4703-af3b-3ad3cd4a43ac,c215c58f-54e5-46fa-99e4-617ad097e0c3,3557213130049530,WEB-1388012W,B8-9235116X,,1
76390,76511,8d7ab2f1-113f-4998-8436-26966b8d5d6e,bb79241b-a210-4299-a59f-10a192ac9ef8,213114477719654,WEB-1388012W,V7-1782530o,,3
76395,76516,69b52bbc-7ead-47b4-afaa-e11d39d6fada,67eb254f-7056-4757-912e-d48e3473459a,346534852323501,WEB-1388012W,X6-5568594y,,4
76398,76519,5ef8998e-924f-4bce-a135-f9d00a26c567,f34cf595-9b8a-4647-a089-95f6bf73d3a5,348599286575990,WEB-1388012W,j5-0832923D,,8
76404,76525,3276238c-5324-4590-8c6b-c6c87454f046,ab865d04-1ee7-4b86-912d-6193f241ac5e,2720111679950210,WEB-1388012W,m6-4333968c,,1
76406,76527,4ac2bca8-d49c-4c0f-9b71-28f206388c8b,6d8fc78e-0021-48fc-b649-1fd09825e68c,3519599570627750,WEB-1388012W,I7-7368624j,,3
76407,76528,205000fb-1161-4f73-81d3-e7fe0e07d89a,071ceddc-4704-4772-ac86-4c041ed4cfc4,347467162274172,WEB-1388012W,w8-3118041v,,2
76410,76531,021a2725-0996-41d0-b1d3-75ec7714ec6f,bad2193c-1059-4f93-a890-341c278dfd5f,6011416287389270,WEB-1388012W,y7-1511442s,,3
76414,76535,4c77014e-0a06-441d-b5fb-da196d56eead,351c932d-4fdb-4986-aad3-f1b281d13624,3557909165722710,WEB-1388012W,D2-9583320c,,15
76430,76551,840d92db-4e23-4fe5-b7cd-cdeba05034d3,1a90e744-2b75-43ab-a739-1b4e3afcdfb8,4879610934353630,WEB-1388012W,A7-2021984n,,12
76442,76563,08e6b7fb-499f-45f5-93ef-15b72314f2f0,05e6300f-c73d-4289-92bb-4af78adede34,6011861536566450,WEB-1388012W,a6-0921393K,,2
76467,76588,38b5ef79-595f-43d5-a11b-3af16b7bded0,1f70f375-246c-4a9d-a815-1be63a7b8b2d,6011988292983090,WEB-1388012W,m6-1567298J,,3
76484,76605,dbf47027-6812-4f37-9490-511b405dca02,2d7ce33e-a56f-4f9d-8f85-233fb2e0259f,675958375122,WEB-1388012W,x3-3196293O,,3
76491,76612,10cdfe3f-059b-4242-85ac-07e0c7ab5789,dc55bc3f-1e00-4c07-b723-0ffdef635c95,3538590447375620,WEB-1388012W,s8-7627949t,,3
76498,76619,7efc07ec-8e07-4071-883f-378230e149bc,6af7dcf9-6458-41f1-8863-41776a8506d5,6011732157268970,WEB-1388012W,o8-7643799G,,2
76504,76625,9871803c-603d-4b9a-8d65-1189e4ccbe77,649a3326-9f29-458c-962c-e230b25ae39b,36128995130991,WEB-1388012W,y8-4503446S,,4
76505,76626,933e3bab-ae39-49a9-8407-b6b69ca2f4b4,1ff4e661-c8a4-41b2-9669-60be29fbdd9a,60494714367,WEB-1388012W,u6-5438021b,,1
76506,76627,90b02c5d-bc79-43c3-885f-f19026857b8d,c12abb3f-0ad2-4569-a7bc-b3f680169502,639017737649,WEB-1388012W,p5-6894470A,,4
76507,76628,2fe38b20-f53b-4b42-811d-e37ec5d3bbee,c9cf75db-c356-4d7b-a3f9-a2f36daf814b,30543604700032,WEB-1388012W,z2-7184027O,,5
76512,76633,b7436486-0d59-46b9-bd92-091fa3fca022,56e5196f-3cff-4e2a-a54d-e6ebcb0db2d2,4919165370203,WEB-1388012W,M2-1374453P,,2
76515,76636,4aa723cc-d38b-49ad-b9ef-1db6d0596368,4080372b-5747-41b8-8ed6-6aa222615607,213121135937412,WEB-1388012W,r9-7143716n,,5
76522,76643,48b04e85-78d8-4753-9c56-ba07c13bec6e,49a3f031-1695-4cd2-91ac-2b047e6ebd43,372012309481260,WEB-1388012W,H9-4594365F,,2
76527,76648,cfaaa200-22f4-49bc-b3ae-3ddd087c01a0,51e39ffe-cdd8-4418-bb02-096ad9780671,4895420843538540000,WEB-1388012W,L7-8919618p,,3
76533,76654,0c4f9cd5-f4c9-4926-af7e-6676ec6cc68e,561b9f38-6a76-48a8-87f8-9ece2b7bd65a,2245259498085800,WEB-1388012W,Z3-8053045R,,1
76572,76693,46b5a372-f695-4aa7-9728-cdf5770ae0bf,66d772fd-4dbb-4f9e-aba5-8f3b28af06b4,213162262855480,WEB-1388012W,K8-1086936D,,4
76580,76701,20117975-fb56-4ba3-aa81-e73a5ebe94b1,09db2f26-2eb6-466a-80a4-9cdf6fc5628b,3574860194596970,WEB-1388012W,K6-678521h,,6
76591,76713,acb2e5e9-b484-45e1-8218-e40e335d03e0,72bdd4a0-9495-419d-8c2f-f710a115c5e1,4068304529550830,WEB-1388012W,V0-463637X,,6
76593,76715,a9c172be-3955-4199-9bb4-e8be852a3c54,36c23ab0-07c3-40e4-88b1-19a50f17f3c4,38572925183752,WEB-1388012W,n3-4943958a,,4
76604,76726,5e49d7fb-c60f-4ddc-95fd-46fd221b0106,d03b243d-2d5c-4510-9bc3-3286c0ed7694,4728833674895050,WEB-1388012W,L0-7546500v,,4
76605,76727,fbb9a4ab-df07-4432-8082-0f786e55a282,16e445f1-a1dd-4001-af4a-64ed9c538e88,377264981075879,WEB-1388012W,l3-1352383g,,2
76612,76734,8a378cf5-0f1f-469f-93da-ed5340a34715,d3666f55-3f0a-440f-b519-1aae3c5aa5ff,180025559928634,WEB-1388012W,I5-042550J,,1
76618,76740,1c16a8cd-998f-41fa-9e06-38ff2fdb41d2,c9023234-7d30-434e-a538-a6a73f78b536,4795338572499310,WEB-1388012W,B6-5613978q,,2
76619,76741,63dcef1d-4301-47ac-b302-dd7430084273,e441592c-89fc-4d21-a424-7185fda40738,4818174047942410,WEB-1388012W,G8-4582259b,,3
76621,76743,a1bcf838-c038-47cb-a3e2-32a87e182c5b,6b27abd0-f4a7-42e2-a294-126355244b05,4349411467511750,WEB-1388012W,N5-3212297J,,5
76630,76752,991b7557-539e-4afb-9e08-785141f68e52,3bab78b0-2419-4cab-a514-5115ed31cedd,4597595049330110000,WEB-1388012W,J6-2271628n,,2
76632,76754,2a383800-9be0-4a84-b519-ddf27b907804,96522dac-27d1-41b9-8f06-1cab7f97822f,213190736657646,WEB-1388012W,s5-3221682A,,4
76638,76760,5f735cc7-8181-400e-9803-ee07c7f2843c,c3cabef6-5c36-4a0d-8114-a627e4fba6b9,4116392929966770000,WEB-1388012W,q1-4354994J,,4
76646,76768,b0cb1f5e-b260-43bd-a2c8-fc902dc5d880,3c7e7c36-8d2b-495f-9cad-11b109cbe4c8,6011028203653750,WEB-1388012W,t0-9329490F,,3
76647,76769,804342fe-21bc-41da-b94b-29b953f808df,0d7a0aa1-798a-4541-98b2-c2836a2c1ebd,3591590986549700,WEB-1388012W,n8-5709092Q,,3
76649,76771,f8803c2d-5116-4f37-91d8-5e35086da878,d03ad609-4c71-44d4-9c9d-8fb25b3625da,340345490263744,WEB-1388012W,k4-5062143J,,4
76666,76788,afab6a47-769b-4ef6-827c-b711e6125ed5,fb9efe58-99b5-4ef9-bf5c-41e657afb01f,30294651306238,WEB-1388012W,z4-931610C,,1
76705,76827,781ec258-f0a2-419a-8ddf-674c201dc9cd,83d12b8a-77d2-47be-9b2e-0d2c5f978aa5,5256061455386990,WEB-1388012W,e1-3984772d,,3
76710,76832,9e7bda28-d4ff-4856-be2a-97939636554e,35d78700-cebe-4830-a97c-c419a41b03ba,3542757596214780,WEB-1388012W,U3-1418565H,,12
76711,76833,9b913585-7b07-495d-82a0-310092447c07,5921f6b8-a3cb-49b2-9475-c421cb67abbf,3564234392107200,WEB-1388012W,V1-8632397M,,1
76713,76835,bf102f0e-c89a-40b6-a0a2-e42ccaacf802,efc5215d-461a-4ad5-b4cd-326b6364f72f,4910409409295,WEB-1388012W,y6-5259815n,,2
76715,76837,c2da9b89-e136-4ba4-83e3-1d1ecbf03e25,3391d924-7501-48da-ae6a-bc31e9264d0d,30505733917928,WEB-1388012W,D0-0783039S,,6
76720,76842,a10979c4-a1a8-4194-a6c5-3167c64399d0,ee57daf2-f2de-4f1f-83cb-800f5503bf5b,639074292819,WEB-1388012W,G6-8589927V,,1
76734,76856,57aa9309-8b99-469e-90f2-b597524c11c8,80290724-6136-40e3-810a-5791e5f1de02,576814680798,WEB-1388012W,p9-4573419R,,4
76738,76860,d1541e51-2333-4273-8b4a-768a43c820ed,ea222689-3485-478e-8955-01a78e5c2bb4,213119395347694,WEB-1388012W,C3-2317408I,,7
76749,76871,b89f5e47-a686-48f1-8229-45d2a0e5097d,d196ca76-5092-414b-bf7b-ee013c00d466,4625173367586380,WEB-1388012W,T9-6275187s,,1
76750,76872,cd21c3ee-efce-432a-a4b1-54f033f21652,5ff614e4-e7b1-438c-9dcc-bf2eac76cc03,3500828474657950,WEB-1388012W,f2-2191836g,,8
76761,76883,8bd912bf-8636-4d92-9014-4a8ca277cbba,29184cb1-679b-42f4-a5bb-9fecbba85334,3567992280283590,WEB-1388012W,l6-6518296q,,3
76763,76885,baad1448-49cc-4d96-9899-478dc6149da6,539baee2-b411-4525-a0bb-9e3d5e28cfd6,36188350098985,WEB-1388012W,r9-7143716n,,3
76772,76894,216c3c75-6e2e-424a-9c76-142e8c35cb54,d5ba2bb1-afc8-4c5e-a1f8-5ca33bb6fde5,502014301282,WEB-1388012W,h0-0144077F,,6
76780,76902,93a79a63-9a06-4dc3-b916-26a0792785f8,10de563d-a723-4947-847a-0df14c872ad2,639062416503,WEB-1388012W,Q3-8831832M,,2
76792,76914,e1160eca-7fe9-4ac0-b0f4-db4dcb970d24,2008288a-1561-490c-9354-92f7cd2ea4ea,30597857959620,WEB-1388012W,W6-1117349L,,2
76799,76921,46c49a7d-7f75-4b28-9edc-172da43b2ec7,11c840fd-d7e3-4f30-8026-3fdaabe38216,3573483512477780,WEB-1388012W,O7-2015689M,,2
76812,76934,661cc383-a01d-48ff-b046-1d95f4110d86,b19ed796-3d83-4512-b182-111cca0ed1eb,4468019164260720,WEB-1388012W,w2-05269I,,2
76813,76935,fb08c31b-15f7-402c-9738-c348a860e744,b0200b1b-c983-479f-a8b4-f1821b656986,2642683263777920,WEB-1388012W,T8-8877377s,,1
76821,76943,23b5cb1b-b7c1-47f2-8066-606292e5b0ef,7c2549b4-cc2c-428b-b8c8-fccede7dcf8a,6598063886572090,WEB-1388012W,v4-3568868y,,2
76825,76947,e6a0697c-b39f-4756-9df7-97f52cadbc15,a8d791fd-2869-418a-92ee-509bc694e3ed,213165435806934,WEB-1388012W,E3-3054058e,,14
76846,76968,c16dd307-8732-4f3e-813f-4a9729793703,c2738855-f38c-4809-9ce6-9d7737f0a546,4817823622245850000,WEB-1388012W,U6-9852383Y,,11
76863,76985,b4766c99-9450-4ca9-947e-36d40dfea0bd,44a4b5f1-1386-4aa5-862d-6cb2a713f50d,30277006179806,WEB-1388012W,B8-6557202P,,4
76865,76987,5a26927d-7536-4cfd-8bf8-6597d639241b,41e7c309-9e63-42f6-84e2-5ab58dce24b5,2720390004586150,WEB-1388012W,I2-7197365q,,2
76870,76992,5652de2e-ff2c-4e18-8b35-5384b35734b2,155a2c8e-7f4f-4373-8cb4-be7414273c9a,344603521248118,WEB-1388012W,A7-2021984n,,3
76877,76999,ce61908b-3b6b-4dc8-bbd0-3dfd1f358b62,145fcca3-5e56-466b-bc87-160ad7c0d0f7,4010071283420530000,WEB-1388012W,c2-5082898x,,3
76915,77037,49be9f6c-8b2c-458f-9104-96bda00b6b78,2e547b4c-6ae5-40c8-bb89-d37fab66bed5,213193417496920,WEB-1388012W,V7-841948i,,1
76916,77038,a6dd33cb-aab6-4206-8421-2b73fe67fb99,5891ad0b-1456-4a09-a4eb-4657b955b6f2,502069238363,WEB-1388012W,x5-8684363O,,4
76918,77040,69d72546-e665-4972-aa20-b889da9d01cd,08eb96b8-f4a9-48b0-9ab8-9e957f16738a,4895777233817,WEB-1388012W,q7-0232955R,,3
76933,77055,3621f814-8d30-49c0-b862-c4f935bd4db6,7e51b4e1-3f25-4f19-a400-7df709280919,6504798660256320,WEB-1388012W,w0-623417L,,7
76945,77067,7a3ede85-7a8a-495e-87c3-c4b95c965f12,231defc3-e382-4c6c-83ac-ea3628c101b2,213149903605242,WEB-1388012W,T5-7483331G,,8
76947,77069,20d386df-807f-4859-97cc-ebb02d9e5e07,72ea1e0c-5717-4ba4-9e30-2be04be5e759,213190391399658,WEB-1388012W,W3-5924518W,,9
76956,77078,ea1d9b0c-d4c6-4a6b-b1df-ef7bac89ea84,e8507aa9-558a-4077-9e29-17f5f228508c,676172832914,WEB-1388012W,K9-4963377y,,6
76962,77084,0a635a5b-9bc1-455f-a71e-e6ff3b33dbc8,a2b52d64-d1d8-4c07-9c2f-c809e65d85d4,370867828342919,WEB-1388012W,m5-2735440f,,8
76967,77089,79f2be1c-177c-4917-98bb-369a9a0480f6,3df77ca0-d442-4ee6-a401-d4bc2f217772,3522346891844350,WEB-1388012W,S6-0769512T,,3
76972,77094,a9ed9758-389a-4a3d-8395-b006a1d78c06,e341b6df-0814-48e9-8fec-098168e97f38,4133692319515,WEB-1388012W,A8-5051604G,,4
76989,77111,58612b25-8276-455e-805a-8ec1c2d26058,6ae7dc54-e64a-4e2b-9707-b8dd268d8e7e,6011012133772520,WEB-1388012W,k2-8031544A,,6
76990,77112,fec60f91-ee6b-483d-98fc-9106b678c4c7,be34c542-f480-492c-824e-62d9004e7701,3538972257823050,WEB-1388012W,y2-1951889V,,1
76997,77119,2e9a4791-313b-4bb6-956a-e9c6b3bc58c3,a2b52d64-d1d8-4c07-9c2f-c809e65d85d4,4294537072513990,WEB-1388012W,t4-6241711G,,7
77005,77127,e9f55e8d-da86-4a5e-92a9-9f834d994d6b,daa8e009-84d8-4a17-9802-714523ede56a,3549972281055520,WEB-1388012W,p6-5731646b,,2
77009,77131,7f04f602-d634-4243-a9b5-6e831e07b926,efcbd15a-e08e-4921-b15f-be29e302b70a,4476925881441710,WEB-1388012W,m6-9773675G,,3
77012,77135,abacbdb8-5060-45b2-a076-3c9db0a2574d,e4703b49-82fa-447d-a7da-3121aec65afa,5260053446250720,WEB-1388012W,i3-9861696j,,1
77023,77146,ef626dd9-cb8a-4f3d-8228-5bdd873073f8,56103889-1b9e-409b-9716-fade95842f78,3534070598769280,WEB-1388012W,E9-2782979e,,4
77033,77155,4d96ee3b-0169-4ed3-8207-088aa0474d11,2c431d03-8ef7-42e7-ae59-87225d0cc73d,345833354189654,WEB-1388012W,f9-9049986r,,2
77035,77157,75945d94-5959-4a42-9159-898a7484a8b2,7a7d4a2f-83ae-4585-94b8-1486796cad23,347726872673167,WEB-1388012W,l7-1024003n,,2
77036,77158,ba8acb91-e38c-435e-ba88-c21e95918550,9c65dacc-86d2-4e26-bfe6-c94630bc57fb,377466259705729,WEB-1388012W,Z2-0851042W,,1
77053,77175,28bff7f4-6ee9-4f4b-800c-4477311502f4,9c386b75-75d8-4b6a-959a-964145ab7dc2,3515893025172960,WEB-1388012W,Q1-5185971f,,4
